pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,Species
0.5869675261899183,0.4244237383551054,0.08176000733797402,0.13154726353012547,0.0418469788963441,-0.005066211922805934,0.09968376496988902,AdenomeraHylaedactylus
0.12660809034492393,-0.08145580938955913,-0.13124150105514437,-0.04440414246471842,-0.1558840807965091,0.16683556347408035,-0.010023247456145143,HypsiboasCordobae
0.2622578210774896,0.5113756777996662,-0.030615909375863018,0.09216537176518348,0.2620079173075934,0.02415325550298856,-0.044959392337072274,AdenomeraHylaedactylus
0.0824090778698022,-0.31267231769118653,0.17088901140817578,-0.14224510977851434,0.12485519906325836,0.04103745136512839,0.13469959844374566,AdenomeraAndre
-0.1804715496648286,0.39855396257504794,-0.3246056584807219,-0.41871769804261866,-0.06787115900174279,0.1056826883489282,0.12875385016371982,LeptodactylusFuscus
0.4108744291674901,0.5385772694906704,0.009033943919674017,0.12166737465509635,0.21488699596131614,0.08356763622517929,-0.05055733565120589,AdenomeraHylaedactylus
-0.24724132308234448,0.20277396888602842,0.08167197564826315,-0.1757248164491836,0.025806340181083576,0.18488415579192408,-0.14352220677367458,HypsiboasCordobae
0.3049739739516823,0.6930417689389058,0.015678547628553436,0.07852293487015366,0.15702521063774982,0.12408591776537818,-0.05280271586863844,AdenomeraHylaedactylus
0.5622533079912786,0.43715922922575334,-0.06496704402993644,0.05635133219156387,0.09542184926214049,0.13516453634942338,-0.07040161552960121,AdenomeraHylaedactylus
-0.10930239308975663,0.05845040342117468,0.14154599788214342,-0.1459960277063459,0.1119392028479316,0.049139362220777395,0.020337368109146842,HypsiboasCordobae
0.44534868414246165,0.5039102297050824,0.03515659214945998,0.0868926542180938,0.32053198047743514,0.005557512223108437,-0.02009410441828735,AdenomeraHylaedactylus
0.4804201844664039,0.6731589507335575,-0.1125865756925048,0.08367655105181097,0.04709013253738328,0.20040512954648534,-0.04689946917381187,AdenomeraHylaedactylus
0.31907047838995634,0.35281135290831994,-0.3356322671495796,0.3205156945654146,0.2758358813500461,0.023060714149428677,-0.03981259335258589,AdenomeraHylaedactylus
0.11895893618461653,-0.06680064884734557,-0.0987981689499263,-0.04463062386263775,-0.09313657677624726,0.1537522068809501,-0.006966027012861877,HypsiboasCordobae
