pca_0,pca_1,pca_2
0.25633231403805495,0.15015044954951495,0.34549212910162347
0.23429103663284495,0.1386188668565973,0.32400682906216605
0.25276198865809374,0.1461945558359285,0.337320639799344
0.22368373050621343,0.19723921618757234,0.33934631239967344
0.24067640991459152,0.11745273709601067,0.3201547788405885
0.258658173218875,0.13586556851504178,0.3240834008269469
0.2844168881802309,0.11507714352406856,0.31323656571779834
0.2599015071317333,0.17567806629578486,0.3132874798101135
0.24800735521069395,0.2010299870012235,0.3515933525619103
0.2189248627603539,0.09883907164907735,0.3123587775407865
0.23192216215188466,0.13472417378785695,0.3472569934271652
0.2289733330018912,0.22481616925928705,0.3532876642896821
0.24069168726526166,0.1373746074536692,0.34125972867120447
0.22493697704325238,0.11385856907350861,0.3318916543061835
0.24049853015699388,0.19893195895208593,0.32508123819038637
0.19025896522560626,0.10038641854516894,0.32524906286525945
0.25072428912052225,0.22704457537203027,0.3553574327397024
0.222173603741329,0.12634044913613174,0.32689068711393454
0.21813770069017563,0.14529337602029635,0.3232126207047079
0.2734531080451279,0.20047382072771913,0.4278598751631786
0.24505391396625018,0.18818870050619074,0.33761106970129656
0.22352398322796824,0.2162987218707049,0.3196534810964521
0.2502151123169627,0.15799863874023723,0.33898959280038776
0.22205887448191747,0.19087927974216146,0.33494868661984767
0.24899265959555783,0.15654173843203856,0.35812634773581953
0.24051056701717724,0.2137112778394105,0.347236599351621
0.254106039059599,0.16675909152763085,0.3334829371419068
0.25934281988762026,0.20218678503873522,0.315337196801608
0.22959759499459975,0.1658861847677267,0.3599386348846678
0.2541830709575774,0.15355602533793639,0.3399493709710489
0.21989787781870468,0.24376489922588898,0.350193139602884
0.23880733999340933,0.14755152727071108,0.3365788651148138
0.2430855909187588,0.1317287123652759,0.3286919610135933
0.23570128569054344,0.14390341292585102,0.33439602072796537
0.25668857077768614,0.2105672072649569,0.34630900803588505
0.244028017293649,0.13706696895554166,0.3779805575239419
0.2810781117655138,0.14873146720778585,0.3512926296747295
0.23150793767197408,0.1821367831973184,0.3321012038721695
0.2335070887752448,0.16454754816140998,0.32264439332056105
0.24588915337671588,0.19363107673211355,0.35277026749192764
0.2518625482587241,0.1661298475830547,0.3498949415710503
0.19713800311745838,0.14333659716519398,0.3407167970389787
0.2285403424647442,0.08847351541276077,0.32835466284745224
0.25452584023906216,0.18867159887427803,0.3398620922996211
0.21197103485947744,0.13105158494850572,0.33815786107410295
0.2367260396368783,0.1462344599085546,0.34036660019930887
0.2917761115846238,0.2848488603769705,0.375116643804335
0.2479676780381497,0.3365487399481901,0.38632084637720754
0.23489624712083795,0.23490440745495847,0.34377920395499495
0.24467336707208098,0.22448343468413343,0.3706509302884787
0.23579481689518592,0.22894819969617394,0.35418328388424175
0.2532950399086594,0.20717992106412508,0.3737539640451413
0.2308067152303968,0.20153865361833428,0.216497356674621
0.22143928980615274,0.17596879755795908,0.21758264574636194
0.2111274234588671,0.16972627270399443,0.28274712107460703
0.258909543283298,0.19041041887198518,0.2617149682597783
0.21227319571172742,0.14809019276840601,0.3148968400368384
0.26392260807710793,0.16781171875387269,0.2556233348441628
0.20320372702917044,0.14516027788832764,0.31915031847945274
0.2607226601981128,0.1915590094497781,0.22944780729569186
0.2000986983879003,0.20743812135994066,0.294088712681503
0.2135344087499128,0.1931387595607595,0.27769068899575206
0.2171864654720158,0.14980896907832292,0.3255702384893539
0.2059229443901009,0.14714447680025372,0.2929664995451341
0.1745545645024706,0.1352170823925024,0.2973843859049561
0.2542917065631829,0.17246668548772992,0.26136280161748804
0.22771088998287387,0.18946253248627182,0.3073140258785517
